Type,Region,Make,Gear_Type,Origin,Options,Year,Engine_Size,Mileage,Price
Hilux,Dammam,Toyota,Manual,Saudi,Semi Full,2017.0,2.7,121000.0,75000.0
Rare,Al-Medina,Rare,Automatic,Saudi,Full,2011.0,5.7,108000.0,99000.0
Rare,Riyadh,Hyundai,Automatic,Saudi,Full,2013.0,3.3,237000.0,43000.0
Rare,Dammam,Rare,Automatic,Other,Full,2018.0,3.5,105000.0,112000.0
Rare,Riyadh,Hyundai,Automatic,Saudi,Standard,2018.0,2.4,79237.0,58500.0
Rare,Qassim,Hyundai,Automatic,Saudi,Full,2014.0,1.4,265000.0,52000.0
Charger,Khobar,Dodge,Automatic,Saudi,Full,2019.0,3.6,78000.0,124000.0
Land Cruiser,Riyadh,Toyota,Automatic,Saudi,Full,2013.0,5.7,222816.0,153500.0
Charger,Riyadh,Dodge,Automatic,Saudi,Standard,2017.0,3.6,122178.0,76500.0
Sonata,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2016.0,2.4,210000.0,35000.0
Rare,Dammam,Chevrolet,Automatic,Saudi,Standard,2016.0,5.3,170000.0,100000.0
Rare,Jeddah,Mercedes,Automatic,Saudi,Standard,2020.0,2.0,10770.0,165000.0
Land Cruiser,Dammam,Toyota,Automatic,Gulf Arabic,Full,2014.0,4.5,213000.0,138000.0
Expedition,Dammam,Ford,Automatic,Saudi,Standard,2013.0,5.4,190000.0,50000.0
Taurus,Dammam,Ford,Automatic,Other,Full,2015.0,3.1,96000.0,81000.0
Rare,Al-Ahsa,Nissan,Automatic,Saudi,Semi Full,2018.0,1.6,62000.0,41000.0
Rare,Dammam,Dodge,Manual,Saudi,Standard,2019.0,2.5,65000.0,50000.0
Rare,Riyadh,Chevrolet,Automatic,Saudi,Standard,2015.0,5.3,198506.0,111500.0
Rare,Riyadh,Toyota,Manual,Saudi,Semi Full,2011.0,1.4,135000.0,25000.0
Taurus,Riyadh,Ford,Automatic,Saudi,Semi Full,2013.0,3.5,280000.0,46000.0
Rare,Riyadh,Toyota,Automatic,Other,Full,2018.0,2.5,61000.0,83000.0
Rare,Riyadh,Ford,Automatic,Saudi,Full,2015.0,2.5,200000.0,49000.0
6,Qassim,Mazda,Automatic,Other,Standard,2016.0,2.5,122000.0,53000.0
Accent,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2017.0,1.6,103461.0,30000.0
Rare,Dammam,Lexus,Automatic,Other,Full,2017.0,3.0,90000.0,117000.0
Rare,Jeddah,Lexus,Automatic,Saudi,Standard,2015.0,3.5,70000.0,95000.0
Prado,Riyadh,Toyota,Automatic,Gulf Arabic,Semi Full,2018.0,4.0,24000.0,140000.0
Rare,Riyadh,Lexus,Automatic,Saudi,Full,2008.0,4.6,130000.0,75000.0
Rare,Riyadh,Kia,Automatic,Gulf Arabic,Semi Full,2018.0,2.4,77000.0,58000.0
Rare,Riyadh,Toyota,Manual,Saudi,Standard,2017.0,2.7,192692.0,68500.0
Rare,Riyadh,Kia,Automatic,Saudi,Full,2017.0,3.5,179000.0,73000.0
Prado,Riyadh,Toyota,Manual,Saudi,Semi Full,2013.0,4.0,186000.0,55000.0
Camry,Qassim,Toyota,Automatic,Saudi,Standard,2017.0,2.5,84000.0,45000.0
Sierra,Riyadh,GMC,Automatic,Other,Standard,2015.0,5.3,145000.0,87500.0
Furniture,Taef,Toyota,Automatic,Saudi,Full,2016.0,4.0,235000.0,85000.0
Rare,Dammam,Ford,Automatic,Saudi,Standard,2017.0,3.6,150000.0,73000.0
Rare,Dammam,Hyundai,Automatic,Saudi,Standard,2016.0,2.0,155000.0,45000.0
Tahoe,Riyadh,Chevrolet,Automatic,Saudi,Semi Full,2016.0,5.3,168000.0,114500.0
Rare,Riyadh,Toyota,Automatic,Saudi,Standard,2018.0,2.5,173000.0,69500.0
Rare,Rare,Rare,Automatic,Saudi,Full,2011.0,3.0,101000.0,40000.0
Innova,Jeddah,Toyota,Automatic,Saudi,Standard,2018.0,2.7,91440.0,68000.0
Rare,Dammam,Rare,Automatic,Saudi,Standard,2017.0,2.0,124000.0,27000.0
Camry,Dammam,Toyota,Automatic,Saudi,Standard,2017.0,2.5,327000.0,46000.0
Sonata,Riyadh,Hyundai,Automatic,Saudi,Standard,2018.0,2.4,120966.0,49000.0
Rare,Jeddah,BMW,Automatic,Saudi,Full,2015.0,2.0,92000.0,72000.0
Elantra,Riyadh,Hyundai,Automatic,Saudi,Standard,2019.0,1.6,56536.0,47000.0
Rare,Riyadh,Rare,Automatic,Saudi,Standard,2012.0,1.6,12000.0,27000.0
Rare,Riyadh,BMW,Automatic,Saudi,Full,2014.0,5.0,138000.0,105000.0
Rare,Dammam,Mercedes,Automatic,Saudi,Full,2014.0,4.0,161000.0,95000.0
Accent,Dammam,Hyundai,Automatic,Saudi,Standard,2015.0,1.4,176000.0,24000.0
Hilux,Dammam,Toyota,Manual,Saudi,Standard,2015.0,2.7,239900.0,46000.0
Rare,Riyadh,Ford,Automatic,Gulf Arabic,Standard,2016.0,3.5,111000.0,75000.0
Sonata,Qassim,Hyundai,Automatic,Other,Semi Full,2016.0,2.4,152000.0,52000.0
Hilux,Dammam,Toyota,Manual,Saudi,Standard,2016.0,2.7,213557.0,63000.0
Rare,Riyadh,Mercedes,Automatic,Gulf Arabic,Semi Full,2013.0,3.0,130000.0,115000.0
C,Aseer,Mercedes,Automatic,Other,Full,2018.0,2.0,91000.0,138000.0
ES,Riyadh,Lexus,Automatic,Gulf Arabic,Standard,2016.0,3.5,45000.0,112000.0
Rare,Riyadh,Jeep,Automatic,Saudi,Semi Full,2019.0,3.6,26000.0,148000.0
Rare,Riyadh,Lexus,Automatic,Saudi,Standard,2013.0,5.7,240000.0,145000.0
Rare,Riyadh,Toyota,Manual,Saudi,Standard,2018.0,4.0,86852.0,109000.0
Rare,Abha,Chevrolet,Automatic,Saudi,Standard,2020.0,1.5,62000.0,57000.0
Elantra,Riyadh,Hyundai,Automatic,Saudi,Standard,2020.0,2.0,56000.0,50000.0
Rare,Jeddah,Dodge,Automatic,Saudi,Standard,2016.0,3.6,61000.0,72000.0
Rare,Dammam,Nissan,Manual,Saudi,Standard,2009.0,4.0,54000.0,42000.0
Rare,Riyadh,Mercedes,Automatic,Gulf Arabic,Full,2016.0,3.0,117000.0,110000.0
Corolla,Riyadh,Toyota,Automatic,Saudi,Semi Full,2018.0,1.6,43000.0,54500.0
Prado,Jeddah,Toyota,Automatic,Saudi,Full,2014.0,4.0,121000.0,109000.0
Rare,Jeddah,Kia,Automatic,Saudi,Semi Full,2010.0,3.3,213000.0,22000.0
Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,2019.0,1.4,73567.0,36500.0
Rare,Jeddah,Rare,Automatic,Saudi,Full,2013.0,3.0,134000.0,85000.0
Tahoe,Jeddah,Chevrolet,Automatic,Saudi,Semi Full,2013.0,5.3,172000.0,60000.0
Sonata,Riyadh,Hyundai,Automatic,Saudi,Standard,2018.0,2.4,134000.0,48000.0
Rare,Al-Ahsa,Rare,Automatic,Other,Full,2015.0,2.8,102000.0,158000.0
Cerato,Riyadh,Kia,Automatic,Saudi,Standard,2016.0,1.6,47000.0,29000.0
ES,Rare,Lexus,Automatic,Gulf Arabic,Semi Full,2016.0,3.5,200000.0,80000.0
Impala,Riyadh,Chevrolet,Automatic,Saudi,Semi Full,2014.0,3.6,181000.0,60000.0
Rare,Jeddah,Honda,Automatic,Saudi,Standard,2020.0,3.5,40000.0,100000.0
Rare,Riyadh,Rare,Manual,Saudi,Standard,2018.0,1.6,88000.0,30000.0
Rare,Riyadh,Chevrolet,Automatic,Saudi,Standard,2020.0,1.4,16000.0,27000.0
Prado,Jeddah,Toyota,Automatic,Saudi,Full,2016.0,4.0,143000.0,120000.0
Prado,Qassim,Toyota,Automatic,Saudi,Semi Full,2018.0,4.0,131000.0,137000.0
Hilux,Riyadh,Toyota,Manual,Gulf Arabic,Semi Full,2020.0,2.7,49000.0,103000.0
Prado,Riyadh,Toyota,Automatic,Gulf Arabic,Semi Full,2017.0,4.0,67357.0,126000.0
Expedition,Riyadh,Ford,Automatic,Saudi,Standard,2013.0,5.4,300000.0,49500.0
Taurus,Dammam,Ford,Automatic,Saudi,Standard,2018.0,3.5,65000.0,76000.0
Sierra,Dammam,GMC,Automatic,Gulf Arabic,Standard,2013.0,5.3,248000.0,63000.0
Sonata,Riyadh,Hyundai,Automatic,Saudi,Full,2012.0,2.4,257000.0,28000.0
Charger,Al-Medina,Dodge,Automatic,Saudi,Full,2012.0,6.4,167000.0,85000.0
Pajero,Jeddah,Mitsubishi,Automatic,Saudi,Full,2018.0,3.8,60000.0,85000.0
Caprice,Riyadh,Chevrolet,Automatic,Saudi,Standard,2016.0,6.0,230000.0,75000.0
Furniture,Riyadh,Toyota,Automatic,Saudi,Standard,2020.0,4.0,21373.0,132000.0
Rare,Riyadh,Hyundai,Automatic,Saudi,Standard,2019.0,3.0,61294.0,76500.0
Rare,Riyadh,Rare,Automatic,Saudi,Full,2017.0,2.5,82000.0,54000.0
Rare,Qassim,Ford,Automatic,Gulf Arabic,Standard,2019.0,5.0,22000.0,110000.0
Rare,Riyadh,Kia,Automatic,Saudi,Standard,2018.0,2.4,40000.0,55000.0
Rare,Aseer,Hyundai,Automatic,Saudi,Semi Full,2018.0,2.4,49000.0,70000.0
Rare,Riyadh,Nissan,Automatic,Saudi,Standard,2018.0,2.5,30507.0,69500.0
Corolla,Riyadh,Toyota,Automatic,Saudi,Standard,2016.0,1.6,270000.0,33000.0
Rare,Jeddah,Hyundai,Automatic,Saudi,Semi Full,2019.0,2.0,21000.0,75000.0
Rare,Riyadh,Hyundai,Automatic,Saudi,Standard,2020.0,2.0,16458.0,78500.0
Rare,Jeddah,Hyundai,Automatic,Saudi,Standard,2017.0,2.0,124000.0,58500.0
Rare,Qassim,Ford,Automatic,Saudi,Full,2014.0,3.2,200000.0,58000.0
Rare,Dammam,Kia,Automatic,Other,Semi Full,2016.0,3.3,85000.0,64000.0
Rare,Riyadh,Rare,Automatic,Saudi,Full,2009.0,6.2,219000.0,50000.0
Hilux,Dammam,Toyota,Manual,Saudi,Full,2016.0,2.7,28000.0,94000.0
Sunny,Riyadh,Nissan,Automatic,Saudi,Standard,2017.0,1.5,152973.0,24500.0
Rare,Dammam,Rare,Automatic,Other,Full,2013.0,5.7,178000.0,45000.0
Rare,Riyadh,Nissan,Automatic,Saudi,Semi Full,2017.0,2.5,119000.0,51000.0
Expedition,Dammam,Ford,Automatic,Saudi,Full,2018.0,3.6,44200.0,159000.0
Taurus,Riyadh,Ford,Automatic,Saudi,Standard,2019.0,2.0,85828.0,80500.0
Cerato,Riyadh,Kia,Automatic,Saudi,Standard,2018.0,1.6,127000.0,41500.0
Tahoe,Aseer,Chevrolet,Automatic,Saudi,Semi Full,2011.0,5.3,275000.0,40000.0
Yukon,Al-Ahsa,GMC,Automatic,Saudi,Full,2014.0,6.2,36000.0,95000.0
Rare,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2018.0,3.3,143405.0,74500.0
Camry,Riyadh,Toyota,Automatic,Gulf Arabic,Full,2016.0,2.4,75000.0,68000.0
6,Jeddah,Mazda,Automatic,Saudi,Semi Full,2017.0,2.5,106000.0,56000.0
Tahoe,Riyadh,Chevrolet,Automatic,Saudi,Semi Full,2013.0,5.7,200000.0,57000.0
Accent,Dammam,Hyundai,Automatic,Saudi,Standard,2018.0,1.4,105500.0,32000.0
Yaris,Riyadh,Toyota,Automatic,Saudi,Standard,2019.0,1.5,33504.0,38000.0
Rare,Dammam,Ford,Automatic,Saudi,Semi Full,2019.0,5.4,13000.0,108000.0
C,Dammam,Mercedes,Automatic,Other,Full,2017.0,2.0,96000.0,170000.0
Pajero,Jeddah,Mitsubishi,Automatic,Saudi,Full,2017.0,3.5,54000.0,73000.0
Rare,Riyadh,Hyundai,Automatic,Saudi,Standard,2018.0,3.5,98530.0,56500.0
Rare,Riyadh,BMW,Automatic,Saudi,Semi Full,2011.0,3.0,276000.0,65000.0
Prado,Al-Ahsa,Toyota,Automatic,Gulf Arabic,Full,2017.0,4.0,140000.0,125000.0
Camry,Dammam,Toyota,Automatic,Saudi,Standard,2017.0,2.5,180000.0,58000.0
ES,Riyadh,Lexus,Automatic,Saudi,Semi Full,2015.0,3.5,246398.0,85000.0
Taurus,Riyadh,Ford,Automatic,Saudi,Standard,2018.0,2.0,82000.0,77000.0
Elantra,Jeddah,Hyundai,Automatic,Saudi,Standard,2017.0,2.0,145000.0,37000.0
Corolla,Jazan,Toyota,Automatic,Saudi,Semi Full,2013.0,1.6,220000.0,30000.0
Sonata,Riyadh,Hyundai,Automatic,Saudi,Standard,2017.0,2.4,178000.0,55000.0
Rare,Al-Medina,Mazda,Automatic,Saudi,Standard,2018.0,2.0,47000.0,54000.0
Camry,Riyadh,Toyota,Automatic,Saudi,Standard,2017.0,2.5,109862.0,59500.0
Sunny,Al-Medina,Nissan,Automatic,Saudi,Standard,2019.0,1.5,89000.0,29000.0
Rare,Riyadh,Ford,Automatic,Saudi,Standard,2013.0,3.6,240000.0,35000.0
Sierra,Jeddah,GMC,Automatic,Saudi,Standard,2020.0,3.0,24000.0,135000.0
Accent,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2017.0,1.4,147000.0,29000.0
Rare,Riyadh,Chevrolet,Automatic,Other,Standard,2011.0,3.6,320000.0,23000.0
Corolla,Dammam,Toyota,Automatic,Saudi,Standard,2015.0,1.6,36000.0,45000.0
Pajero,Riyadh,Mitsubishi,Automatic,Gulf Arabic,Full,2018.0,3.5,56000.0,76000.0
Rare,Khobar,Chevrolet,Automatic,Saudi,Full,2015.0,2.4,175500.0,32000.0
Rare,Qassim,Nissan,Automatic,Gulf Arabic,Standard,2015.0,2.5,60829.0,48000.0
Land Cruiser,Jeddah,Toyota,Automatic,Saudi,Full,2012.0,5.7,311000.0,115000.0
Sonata,Jeddah,Hyundai,Automatic,Saudi,Full,2019.0,2.4,90000.0,61000.0
Taurus,Makkah,Ford,Automatic,Saudi,Semi Full,2016.0,2.0,148000.0,58000.0
Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,2018.0,1.4,41000.0,34000.0
Rare,Dammam,Chevrolet,Automatic,Other,Full,2017.0,3.6,99000.0,109000.0
Camry,Rare,Toyota,Automatic,Other,Standard,2016.0,2.5,161000.0,55000.0
Rare,Riyadh,Ford,Automatic,Saudi,Full,2013.0,3.5,14606.0,83500.0
C,Dammam,Mercedes,Automatic,Other,Full,2016.0,2.0,84000.0,129000.0
Rare,Riyadh,Hyundai,Automatic,Saudi,Standard,2016.0,2.0,72000.0,54000.0
Innova,Jeddah,Toyota,Automatic,Saudi,Full,2017.0,2.7,247000.0,55000.0
Rare,Dammam,Toyota,Automatic,Saudi,Semi Full,2019.0,3.5,65000.0,123000.0
Rare,Jeddah,Honda,Automatic,Saudi,Standard,2017.0,1.5,200000.0,38000.0
Camry,Dammam,Toyota,Automatic,Saudi,Full,2017.0,2.5,75000.0,73000.0
Rare,Taef,Lexus,Automatic,Saudi,Full,2012.0,1.8,150000.0,95000.0
Sonata,Dammam,Hyundai,Automatic,Saudi,Full,2019.0,2.4,33000.0,85000.0
Rare,Riyadh,Nissan,Automatic,Gulf Arabic,Semi Full,2018.0,2.5,48096.0,68000.0
Hilux,Rare,Toyota,Manual,Saudi,Full,2017.0,2.7,168000.0,81000.0
Rare,Riyadh,Hyundai,Automatic,Saudi,Standard,2017.0,3.0,107154.0,61000.0
Hilux,Aseer,Toyota,Manual,Saudi,Semi Full,2018.0,2.7,20000.0,115000.0
Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,2019.0,1.4,74917.0,38500.0
Rare,Riyadh,Rare,Automatic,Saudi,Full,2013.0,5.7,241000.0,41000.0
Sunny,Dammam,Nissan,Automatic,Saudi,Standard,2019.0,1.5,68000.0,33000.0
Hilux,Riyadh,Toyota,Manual,Saudi,Full,2018.0,2.7,175000.0,63000.0
Rare,Riyadh,Chevrolet,Automatic,Saudi,Standard,2015.0,5.3,118000.0,91000.0
Rare,Riyadh,Rare,Manual,Saudi,Full,2018.0,2.0,59000.0,85000.0
Rare,Dammam,Chevrolet,Automatic,Saudi,Full,2013.0,3.6,177000.0,30000.0
Land Cruiser,Rare,Toyota,Automatic,Saudi,Full,2014.0,4.6,310000.0,100000.0
Accent,Dammam,Hyundai,Automatic,Saudi,Standard,2019.0,1.4,56400.0,38000.0
Hilux,Rare,Toyota,Manual,Saudi,Full,2017.0,2.7,119000.0,69000.0
Rare,Riyadh,Nissan,Automatic,Saudi,Standard,2018.0,2.5,30000.0,68000.0
Tahoe,Riyadh,Chevrolet,Automatic,Saudi,Standard,2019.0,5.3,117000.0,145000.0
Yaris,Al-Ahsa,Toyota,Automatic,Saudi,Standard,2019.0,1.5,36000.0,43000.0
Tahoe,Jeddah,Chevrolet,Automatic,Saudi,Standard,2017.0,5.3,176000.0,115000.0
Rare,Dammam,Toyota,Automatic,Gulf Arabic,Full,2020.0,2.5,15000.0,111000.0
Elantra,Riyadh,Hyundai,Automatic,Other,Standard,2018.0,1.6,45000.0,54000.0
Rare,Al-Medina,Hyundai,Automatic,Saudi,Semi Full,2015.0,2.4,131000.0,42000.0
Taurus,Riyadh,Ford,Automatic,Other,Full,2016.0,3.5,91815.0,86000.0
Rare,Riyadh,GMC,Automatic,Gulf Arabic,Standard,2016.0,5.3,98000.0,140000.0
Yukon,Riyadh,GMC,Automatic,Saudi,Semi Full,2016.0,5.3,112000.0,110000.0
Sunny,Riyadh,Nissan,Automatic,Saudi,Standard,2019.0,1.5,98659.0,27500.0
Tahoe,Riyadh,Chevrolet,Automatic,Saudi,Full,2016.0,5.3,97955.0,145000.0
Rare,Riyadh,Mercedes,Automatic,Saudi,Full,2012.0,3.0,140000.0,95000.0
Rare,Riyadh,Kia,Automatic,Saudi,Standard,2015.0,2.4,132000.0,37000.0
Rare,Riyadh,BMW,Automatic,Gulf Arabic,Full,2016.0,4.4,130341.0,161500.0
Rare,Riyadh,Nissan,Automatic,Saudi,Full,2010.0,5.6,346000.0,70000.0
Pajero,Riyadh,Mitsubishi,Automatic,Saudi,Standard,2012.0,3.8,104330.0,41500.0
Accord,Riyadh,Honda,Automatic,Gulf Arabic,Semi Full,2018.0,1.5,53146.0,91500.0
Pajero,Aseer,Mitsubishi,Automatic,Saudi,Full,2018.0,3.8,62000.0,82000.0
Rare,Riyadh,Mercedes,Automatic,Saudi,Semi Full,2017.0,2.0,80273.0,126500.0
Taurus,Rare,Ford,Automatic,Saudi,Semi Full,2010.0,4.4,10000.0,25000.0
Accent,Dammam,Hyundai,Automatic,Saudi,Standard,2017.0,1.6,120000.0,30000.0
Sonata,Riyadh,Hyundai,Automatic,Gulf Arabic,Standard,2015.0,2.4,80000.0,45000.0
Rare,Riyadh,Rare,Automatic,Saudi,Full,2019.0,5.7,45000.0,145000.0
Corolla,Jeddah,Toyota,Automatic,Saudi,Standard,2018.0,1.6,65000.0,57000.0
Rare,Riyadh,Rare,Automatic,Saudi,Standard,2021.0,1.5,11000.0,32500.0
Rare,Jeddah,BMW,Automatic,Saudi,Full,2014.0,2.0,84000.0,60000.0
Rare,Al-Ahsa,Toyota,Automatic,Saudi,Semi Full,2013.0,5.7,235000.0,85000.0
Sonata,Dammam,Hyundai,Automatic,Saudi,Semi Full,2019.0,2.4,53000.0,79000.0
Rare,Dammam,Ford,Automatic,Gulf Arabic,Semi Full,2016.0,1.2,99200.0,45000.0
Rare,Al-Medina,Nissan,Automatic,Saudi,Full,2015.0,4.0,77000.0,166000.0
Rare,Riyadh,Mercedes,Automatic,Other,Standard,2016.0,2.0,110440.0,98000.0
Elantra,Dammam,Hyundai,Automatic,Gulf Arabic,Semi Full,2020.0,2.0,10000.0,63000.0
Sonata,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2014.0,2.4,216000.0,41000.0
Pajero,Dammam,Mitsubishi,Automatic,Saudi,Full,2017.0,3.5,136000.0,67000.0
Rare,Dammam,Dodge,Automatic,Other,Full,2018.0,4.5,90000.0,113000.0
Rare,Riyadh,Toyota,Manual,Saudi,Full,2021.0,4.0,7456.0,146500.0
Yaris,Jeddah,Toyota,Automatic,Saudi,Standard,2018.0,1.5,114000.0,32000.0
Furniture,Qassim,Toyota,Automatic,Saudi,Semi Full,2021.0,2.4,29000.0,145000.0
Rare,Riyadh,Mazda,Automatic,Gulf Arabic,Standard,2014.0,2.5,110000.0,41000.0
Camry,Dammam,Toyota,Automatic,Saudi,Standard,2017.0,2.5,319000.0,46000.0
Rare,Jubail,Ford,Automatic,Other,Semi Full,2010.0,3.5,187200.0,25000.0
Rare,Dammam,BMW,Automatic,Saudi,Full,2016.0,2.0,134000.0,150000.0
Tahoe,Jubail,Chevrolet,Automatic,Saudi,Standard,2011.0,5.3,304000.0,50000.0
Yukon,Riyadh,GMC,Automatic,Saudi,Full,2011.0,5.3,342000.0,55000.0
Accent,Jeddah,Hyundai,Automatic,Saudi,Standard,2019.0,1.4,98000.0,35000.0
Rare,Riyadh,Chevrolet,Automatic,Gulf Arabic,Standard,2017.0,2.4,117000.0,45000.0
Rare,Jeddah,Kia,Automatic,Saudi,Semi Full,2019.0,1.6,57000.0,75000.0
Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,2019.0,1.4,91000.0,32000.0
Sierra,Riyadh,GMC,Automatic,Saudi,Full,2016.0,5.3,82576.0,120000.0
Taurus,Khobar,Ford,Automatic,Saudi,Semi Full,2011.0,3.5,281000.0,29500.0
Charger,Al-Ahsa,Dodge,Automatic,Saudi,Semi Full,2018.0,3.6,124000.0,99000.0
Rare,Jeddah,Rare,Automatic,Other,Full,2015.0,2.5,70000.0,73000.0
Rare,Riyadh,Kia,Automatic,Saudi,Standard,2020.0,3.5,38000.0,68000.0
Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,2020.0,1.5,12000.0,42000.0
Rare,Dammam,Chevrolet,Automatic,Saudi,Semi Full,2017.0,2.5,176000.0,49000.0
Tahoe,Jeddah,Chevrolet,Automatic,Saudi,Standard,2015.0,5.3,150000.0,100000.0
Yaris,Jeddah,Toyota,Automatic,Saudi,Standard,2018.0,1.5,79000.0,36000.0
Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,2018.0,1.4,93788.0,29000.0
Innova,Dammam,Toyota,Automatic,Saudi,Semi Full,2016.0,2.7,179600.0,51000.0
Rare,Riyadh,Rare,Automatic,Saudi,Full,2018.0,5.0,26000.0,170000.0
Rare,Dammam,Toyota,Automatic,Gulf Arabic,Full,2020.0,6.0,50000.0,140000.0
Rare,Riyadh,Hyundai,Automatic,Saudi,Standard,2018.0,2.4,88826.0,60500.0
Charger,Dammam,Dodge,Automatic,Other,Full,2016.0,3.6,101000.0,95000.0
Rare,Riyadh,Nissan,Automatic,Saudi,Semi Full,2018.0,1.6,78000.0,38000.0
Rare,Dammam,Kia,Automatic,Saudi,Standard,2016.0,1.4,154000.0,23000.0
Taurus,Riyadh,Ford,Automatic,Saudi,Standard,2018.0,2.0,78508.0,65000.0
Rare,Riyadh,Toyota,Manual,Saudi,Full,2018.0,4.0,81499.0,123000.0
Rare,Dammam,Nissan,Manual,Saudi,Semi Full,2016.0,2.4,39000.0,52000.0
Rare,Jeddah,Hyundai,Automatic,Saudi,Full,2014.0,2.4,146000.0,40000.0
Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,2018.0,1.4,90000.0,27000.0
Cerato,Jeddah,Kia,Automatic,Saudi,Full,2017.0,1.6,77500.0,42000.0
Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,2019.0,1.4,102650.0,37500.0
Rare,Riyadh,Dodge,Automatic,Saudi,Full,2013.0,5.7,213000.0,40000.0
Furniture,Taef,Toyota,Automatic,Saudi,Full,2015.0,2.7,157000.0,64000.0
Rare,Jeddah,Nissan,Automatic,Saudi,Full,2014.0,4.0,265000.0,100000.0
Expedition,Riyadh,Ford,Automatic,Saudi,Semi Full,2013.0,5.6,336000.0,50000.0
Accord,Jeddah,Honda,Automatic,Saudi,Semi Full,2017.0,2.5,95000.0,78000.0
Accord,Riyadh,Honda,Automatic,Saudi,Standard,2017.0,1.0,63000.0,88000.0
Camry,Riyadh,Toyota,Automatic,Saudi,Semi Full,2016.0,2.4,77000.0,63000.0
Caprice,Riyadh,Chevrolet,Automatic,Saudi,Standard,2015.0,6.0,264000.0,69000.0
Rare,Jeddah,Mercedes,Automatic,Saudi,Semi Full,2010.0,3.5,139240.0,45000.0
Rare,Riyadh,Chevrolet,Automatic,Saudi,Standard,2019.0,1.5,127000.0,57000.0
Accent,Dammam,Hyundai,Automatic,Saudi,Standard,2017.0,1.4,158000.0,29000.0
Rare,Riyadh,Lexus,Automatic,Saudi,Full,2015.0,4.6,146000.0,126000.0
Tahoe,Riyadh,Chevrolet,Automatic,Other,Full,2008.0,2.9,265000.0,33000.0
Yukon,Rare,GMC,Automatic,Saudi,Standard,2015.0,5.3,170000.0,102000.0
Rare,Jeddah,Toyota,Automatic,Saudi,Semi Full,2018.0,1.5,57000.0,46000.0
Camry,Dammam,Toyota,Automatic,Saudi,Standard,2015.0,2.5,277000.0,48000.0
Impala,Taef,Chevrolet,Automatic,Saudi,Semi Full,2018.0,3.6,35000.0,85000.0
Hilux,Riyadh,Toyota,Manual,Saudi,Semi Full,2018.0,2.7,111362.0,64500.0
Rare,Dammam,Nissan,Manual,Saudi,Standard,2016.0,2.5,106000.0,65000.0
Yaris,Jeddah,Toyota,Automatic,Saudi,Standard,2018.0,1.5,93000.0,35000.0
Sunny,Dammam,Nissan,Automatic,Saudi,Standard,2019.0,1.5,60700.0,33000.0
Hilux,Rare,Toyota,Automatic,Saudi,Semi Full,2016.0,2.7,162500.0,84000.0
Charger,Aseer,Dodge,Automatic,Saudi,Full,2018.0,5.7,85000.0,130000.0
Yukon,Rare,GMC,Automatic,Saudi,Standard,2013.0,3.5,157000.0,72000.0
Rare,Riyadh,Kia,Automatic,Saudi,Semi Full,2015.0,2.0,190000.0,38000.0
Rare,Rare,Nissan,Manual,Saudi,Semi Full,2015.0,2.5,119000.0,45000.0
Rare,Dammam,Mitsubishi,Automatic,Saudi,Standard,2019.0,1.2,19000.0,32000.0
Rare,Riyadh,Toyota,Manual,Saudi,Standard,2012.0,4.0,94000.0,95000.0
Camry,Riyadh,Toyota,Automatic,Saudi,Full,2018.0,3.5,80000.0,95000.0
Corolla,Jeddah,Toyota,Automatic,Saudi,Standard,2017.0,1.6,157000.0,47500.0
Elantra,Jeddah,Hyundai,Automatic,Saudi,Semi Full,2019.0,2.0,35000.0,63500.0
Yukon,Taef,GMC,Automatic,Saudi,Semi Full,2008.0,5.3,280000.0,42000.0
Furniture,Riyadh,Toyota,Automatic,Saudi,Full,2019.0,3.5,40000.0,120000.0
Taurus,Riyadh,Ford,Automatic,Saudi,Semi Full,2015.0,3.5,262000.0,55000.0
Rare,Jeddah,Rare,Automatic,Saudi,Full,2016.0,3.0,38000.0,155000.0
Pajero,Dammam,Mitsubishi,Automatic,Saudi,Full,2017.0,3.8,69000.0,77000.0
Elantra,Dammam,Hyundai,Automatic,Saudi,Standard,2018.0,1.6,79882.0,50500.0
Elantra,Riyadh,Hyundai,Automatic,Saudi,Standard,2019.0,1.6,114154.0,43000.0
ES,Riyadh,Lexus,Automatic,Saudi,Semi Full,2013.0,3.5,200000.0,75000.0
Rare,Taef,Toyota,Automatic,Saudi,Full,2017.0,3.5,180000.0,95000.0
Elantra,Riyadh,Hyundai,Automatic,Saudi,Standard,2017.0,1.6,131889.0,36500.0
Accent,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2017.0,1.6,110448.0,30000.0
Sunny,Dammam,Nissan,Automatic,Saudi,Standard,2018.0,1.5,94000.0,28500.0
